CLIENTE|1|Laura López|lauralópez@email.com|903106182
CUENTA|101|1|5602.78|Ahorros
CLIENTE|4|Carlos López|carloslópez@email.com|979950516
CUENTA|104|4|2230.82|Corriente
CLIENTE|7|Juan Pérez|juanpérez@email.com|961582603
CUENTA|107|7|5527.81|Ahorros
CLIENTE|10|Carlos López|carloslópez@email.com|990191432
CUENTA|110|10|5247.07|Ahorros
CLIENTE|13|María Pérez|maríapérez@email.com|990176794
CUENTA|113|13|5067.41|Ahorros
CLIENTE|16|Laura Rodríguez|laurarodríguez@email.com|901986981
CUENTA|116|16|1117.67|Ahorros
CLIENTE|19|Carmen Pérez|carmenpérez@email.com|945547637
CUENTA|119|19|3525.10|Ahorros
CLIENTE|22|Laura González|lauragonzález@email.com|986346813
CUENTA|122|22|9764.74|Corriente
CLIENTE|25|Carmen López|carmenlópez@email.com|995050043
CUENTA|125|25|8540.36|Corriente
CLIENTE|28|Ana Pérez|anapérez@email.com|989475297
CUENTA|128|28|4572.91|Ahorros
CLIENTE|31|Juan López|juanlópez@email.com|914719962
CUENTA|131|31|2469.94|Ahorros
CLIENTE|34|Ana Martín|anamartín@email.com|914371910
CUENTA|134|34|3139.56|Ahorros
CLIENTE|37|Laura Sánchez|laurasánchez@email.com|959869081
CUENTA|137|37|2617.68|Corriente
CLIENTE|40|Luis Rodríguez|luisrodríguez@email.com|927261468
CUENTA|140|40|8369.73|Ahorros
CLIENTE|43|Carmen García|carmengarcía@email.com|983547083
CUENTA|143|43|8125.81|Ahorros
CLIENTE|46|Laura López|lauralópez@email.com|963629523
CUENTA|146|46|4986.08|Corriente
CLIENTE|49|Carlos López|carloslópez@email.com|983253404
CUENTA|149|49|4705.65|Ahorros
CLIENTE|52|Luis Sánchez|luissánchez@email.com|960505331
CUENTA|152|52|4508.16|Ahorros
CLIENTE|55|Pedro García|pedrogarcía@email.com|982384505
CUENTA|155|55|7726.73|Ahorros
CLIENTE|58|Juan García|juangarcía@email.com|924795679
CUENTA|158|58|4783.38|Ahorros
CLIENTE|61|Carlos Martín|carlosmartín@email.com|995907623
CUENTA|161|61|3086.50|Corriente
CLIENTE|64|María González|maríagonzález@email.com|920897536
CUENTA|164|64|4254.50|Ahorros
CLIENTE|67|Carmen Martín|carmenmartín@email.com|975671591
CUENTA|167|67|3714.48|Ahorros
CLIENTE|70|Carmen Rodríguez|carmenrodríguez@email.com|990175477
CUENTA|170|70|2501.32|Ahorros
CLIENTE|73|Pedro Martín|pedromartín@email.com|945872663
CUENTA|173|73|1719.42|Corriente
CLIENTE|76|Laura Rodríguez|laurarodríguez@email.com|990017909
CUENTA|176|76|8828.35|Corriente
CLIENTE|79|Ana González|anagonzález@email.com|954038939
CUENTA|179|79|7074.37|Ahorros
CLIENTE|82|Ana González|anagonzález@email.com|960578916
CUENTA|182|82|2102.37|Corriente
CLIENTE|85|Carmen Martín|carmenmartín@email.com|997443293
CUENTA|185|85|2253.30|Corriente
CLIENTE|88|Carmen Martín|carmenmartín@email.com|937869442
CUENTA|188|88|4095.34|Corriente
CLIENTE|91|María Sánchez|maríasánchez@email.com|964149778
CUENTA|191|91|9409.13|Ahorros
CLIENTE|94|Juan Díaz|juandíaz@email.com|927206479
CUENTA|194|94|1141.51|Corriente
CLIENTE|97|Luis Martín|luismartín@email.com|948013614
CUENTA|197|97|5104.93|Ahorros
CLIENTE|100|Luis González|luisgonzález@email.com|964574736
CUENTA|200|100|1916.15|Corriente
CLIENTE|103|Carlos García|carlosgarcía@email.com|918283450
CUENTA|203|103|7082.51|Ahorros
CLIENTE|106|Pedro Pérez|pedropérez@email.com|983594743
CUENTA|206|106|6046.60|Corriente
CLIENTE|109|Juan González|juangonzález@email.com|955670730
CUENTA|209|109|2351.68|Corriente
CLIENTE|112|Ana González|anagonzález@email.com|934655335
CUENTA|212|112|9759.29|Ahorros
CLIENTE|115|Pedro Rodríguez|pedrorodríguez@email.com|930146835
CUENTA|215|115|6880.08|Corriente
CLIENTE|118|María López|maríalópez@email.com|977235293
CUENTA|218|118|6670.93|Ahorros
CLIENTE|121|Pedro García|pedrogarcía@email.com|926402082
CUENTA|221|121|2650.94|Corriente
CLIENTE|124|Carmen García|carmengarcía@email.com|966471155
CUENTA|224|124|6677.04|Corriente
CLIENTE|127|Luis Díaz|luisdíaz@email.com|924122031
CUENTA|227|127|8136.42|Ahorros
CLIENTE|130|Ana González|anagonzález@email.com|946867975
CUENTA|230|130|7564.24|Corriente
CLIENTE|133|Luis González|luisgonzález@email.com|904325399
CUENTA|233|133|9092.32|Corriente
CLIENTE|136|Carmen Martín|carmenmartín@email.com|951998210
CUENTA|236|136|6970.97|Ahorros
CLIENTE|139|Juan López|juanlópez@email.com|986630128
CUENTA|239|139|6537.78|Corriente
CLIENTE|142|Carlos Rodríguez|carlosrodríguez@email.com|901513403
CUENTA|242|142|4000.94|Ahorros
CLIENTE|145|Ana García|anagarcía@email.com|994857663
CUENTA|245|145|5344.97|Corriente
CLIENTE|148|Luis López|luislópez@email.com|977176961
CUENTA|248|148|5621.11|Corriente
CLIENTE|151|Ana González|anagonzález@email.com|938799821
CUENTA|251|151|4768.53|Ahorros
CLIENTE|154|Luis Díaz|luisdíaz@email.com|983115583
CUENTA|254|154|3775.73|Corriente
CLIENTE|157|Carmen García|carmengarcía@email.com|963767328
CUENTA|257|157|9716.08|Corriente
CLIENTE|160|Ana García|anagarcía@email.com|905600963
CUENTA|260|160|6354.70|Ahorros
CLIENTE|163|Luis Sánchez|luissánchez@email.com|916573838
CUENTA|263|163|2557.36|Ahorros
CLIENTE|166|María Sánchez|maríasánchez@email.com|902785312
CUENTA|266|166|5063.14|Corriente
CLIENTE|169|Laura Sánchez|laurasánchez@email.com|914463732
CUENTA|269|169|7733.53|Corriente
CLIENTE|172|Ana Rodríguez|anarodríguez@email.com|988854074
CUENTA|272|172|6251.04|Ahorros
CLIENTE|175|Carmen González|carmengonzález@email.com|922674316
CUENTA|275|175|4535.29|Corriente
CLIENTE|178|Luis Martín|luismartín@email.com|988666472
CUENTA|278|178|9641.93|Ahorros
CLIENTE|181|Carmen Sánchez|carmensánchez@email.com|966352228
CUENTA|281|181|1831.50|Ahorros
CLIENTE|184|Luis Pérez|luispérez@email.com|901162044
CUENTA|284|184|1018.10|Corriente
CLIENTE|187|Ana Rodríguez|anarodríguez@email.com|924445683
CUENTA|287|187|3643.31|Ahorros
CLIENTE|190|Pedro Díaz|pedrodíaz@email.com|951948391
CUENTA|290|190|4509.54|Ahorros
CLIENTE|193|Pedro Díaz|pedrodíaz@email.com|968819406
CUENTA|293|193|9652.40|Corriente
CLIENTE|196|Ana López|analópez@email.com|992434624
CUENTA|296|196|8534.68|Ahorros
CLIENTE|199|Ana López|analópez@email.com|905051264
CUENTA|299|199|3620.88|Ahorros
CLIENTE|202|Carlos Pérez|carlospérez@email.com|930634859
CUENTA|302|202|4353.61|Ahorros
CLIENTE|205|Luis García|luisgarcía@email.com|958867584
CUENTA|305|205|4382.00|Corriente
CLIENTE|208|Laura Martín|lauramartín@email.com|904788511
CUENTA|308|208|9928.43|Ahorros
CLIENTE|211|Carlos García|carlosgarcía@email.com|965430340
CUENTA|311|211|4369.62|Corriente
CLIENTE|214|Carlos Sánchez|carlossánchez@email.com|947307913
