CLIENTE|1|Carmen Martín|carmenmartín@email.com|978975987
CUENTA|101|1|1324.70|Corriente
CLIENTE|4|María López|maríalópez@email.com|906770558
CUENTA|104|4|3619.62|Ahorros
CLIENTE|7|Laura Martín|lauramartín@email.com|942783276
CUENTA|107|7|5835.39|Ahorros
CLIENTE|10|Carlos Rodríguez|carlosrodríguez@email.com|959648466
CUENTA|110|10|1221.80|Ahorros
CLIENTE|13|Carlos Martín|carlosmartín@email.com|985865484
CUENTA|113|13|5593.56|Corriente
CLIENTE|16|Luis González|luisgonzález@email.com|979224568
CUENTA|116|16|5304.98|Ahorros
CLIENTE|19|María López|maríalópez@email.com|947802561
CUENTA|119|19|6737.87|Corriente
CLIENTE|22|María Díaz|maríadíaz@email.com|990181964
CUENTA|122|22|8512.14|Ahorros
CLIENTE|25|Luis López|luislópez@email.com|965999093
CUENTA|125|25|1780.99|Corriente
CLIENTE|28|Carmen Sánchez|carmensánchez@email.com|947929829
CUENTA|128|28|5465.32|Corriente
CLIENTE|31|Ana Rodríguez|anarodríguez@email.com|938241332
CUENTA|131|31|1465.42|Ahorros
CLIENTE|34|Luis García|luisgarcía@email.com|956039828
CUENTA|134|34|8249.66|Ahorros
CLIENTE|37|Laura González|lauragonzález@email.com|980807937
CUENTA|137|37|3722.66|Ahorros
CLIENTE|40|Carlos González|carlosgonzález@email.com|939757950
CUENTA|140|40|5587.80|Ahorros
CLIENTE|43|Ana García|anagarcía@email.com|945882750
CUENTA|143|43|3958.29|Ahorros
CLIENTE|46|Luis Pérez|luispérez@email.com|951152734
CUENTA|146|46|6191.54|Ahorros
CLIENTE|49|Laura Díaz|lauradíaz@email.com|977966270
CUENTA|149|49|1956.74|Ahorros
CLIENTE|52|María Sánchez|maríasánchez@email.com|927802979
CUENTA|152|52|1313.76|Ahorros
CLIENTE|55|Pedro Pérez|pedropérez@email.com|900123314
CUENTA|155|55|5673.37|Ahorros
CLIENTE|58|Carmen González|carmengonzález@email.com|973929130
CUENTA|158|58|6624.22|Ahorros
CLIENTE|61|Pedro Rodríguez|pedrorodríguez@email.com|946156212
CUENTA|161|61|9080.62|Corriente
CLIENTE|64|Ana López|analópez@email.com|993825121
CUENTA|164|64|1026.05|Ahorros
CLIENTE|67|Luis González|luisgonzález@email.com|952607419
CUENTA|167|67|7256.62|Ahorros
CLIENTE|70|Luis López|luislópez@email.com|952885889
CUENTA|170|70|2542.81|Ahorros
CLIENTE|73|Luis Sánchez|luissánchez@email.com|907835428
CUENTA|173|73|7666.76|Ahorros
CLIENTE|76|Carlos Rodríguez|carlosrodríguez@email.com|943237934
CUENTA|176|76|6610.65|Ahorros
CLIENTE|79|Pedro Martín|pedromartín@email.com|926229025
CUENTA|179|79|8381.15|Ahorros
CLIENTE|82|Carmen García|carmengarcía@email.com|908797877
CUENTA|182|82|1977.12|Corriente
CLIENTE|85|María Martín|maríamartín@email.com|985540041
CUENTA|185|85|2005.73|Corriente
CLIENTE|88|María Rodríguez|maríarodríguez@email.com|955227177
CUENTA|188|88|9452.69|Ahorros
CLIENTE|91|María López|maríalópez@email.com|938640580
CUENTA|191|91|6765.82|Ahorros
CLIENTE|94|Laura Díaz|lauradíaz@email.com|930856100
CUENTA|194|94|7298.65|Corriente
CLIENTE|97|Laura Díaz|lauradíaz@email.com|948337305
CUENTA|197|97|8273.85|Corriente
CLIENTE|100|Juan García|juangarcía@email.com|916476702
CUENTA|200|100|2423.78|Ahorros
CLIENTE|103|Laura López|lauralópez@email.com|945212574
CUENTA|203|103|9514.96|Corriente
CLIENTE|106|Laura Pérez|laurapérez@email.com|914622452
CUENTA|206|106|1460.95|Corriente
CLIENTE|109|Pedro González|pedrogonzález@email.com|930633859
CUENTA|209|109|9895.43|Corriente
CLIENTE|112|Laura González|lauragonzález@email.com|961138943
CUENTA|212|112|4407.28|Corriente
CLIENTE|115|Carmen García|carmengarcía@email.com|994212227
CUENTA|215|115|8389.73|Ahorros
CLIENTE|118|Laura Martín|lauramartín@email.com|987047766
CUENTA|218|118|4837.78|Corriente
CLIENTE|121|María Díaz|maríadíaz@email.com|904926257
CUENTA|221|121|7886.35|Ahorros
CLIENTE|124|Juan Martín|juanmartín@email.com|967419050
CUENTA|224|124|2792.02|Ahorros
CLIENTE|127|Carlos Sánchez|carlossánchez@email.com|955431395
CUENTA|227|127|4435.07|Ahorros
CLIENTE|130|Laura González|lauragonzález@email.com|953642310
CUENTA|230|130|4629.21|Corriente
CLIENTE|133|Carmen Martín|carmenmartín@email.com|929199302
CUENTA|233|133|3826.10|Ahorros
CLIENTE|136|Carlos Díaz|carlosdíaz@email.com|915089576
CUENTA|236|136|9342.51|Corriente
CLIENTE|139|Luis Martín|luismartín@email.com|904323205
CUENTA|239|139|9543.22|Corriente
CLIENTE|142|Pedro Sánchez|pedrosánchez@email.com|961263276
CUENTA|242|142|6783.47|Ahorros
CLIENTE|145|Carlos Sánchez|carlossánchez@email.com|993105361
CUENTA|245|145|6633.71|Corriente
CLIENTE|148|Laura García|lauragarcía@email.com|913770556
CUENTA|248|148|7828.70|Ahorros
CLIENTE|151|Carlos Sánchez|carlossánchez@email.com|940284966
CUENTA|251|151|4413.84|Corriente
CLIENTE|154|Luis González|luisgonzález@email.com|952208304
CUENTA|254|154|5657.99|Ahorros
CLIENTE|157|Pedro Pérez|pedropérez@email.com|920275459
CUENTA|257|157|4213.45|Corriente
CLIENTE|160|Pedro Sánchez|pedrosánchez@email.com|990970833
CUENTA|260|160|4279.47|Ahorros
CLIENTE|163|María García|maríagarcía@email.com|923429733
CUENTA|263|163|1594.54|Ahorros
CLIENTE|166|Carlos López|carloslópez@email.com|954364070
CUENTA|266|166|9431.77|Corriente
CLIENTE|169|Carmen García|carmengarcía@email.com|902549895
CUENTA|269|169|9493.81|Corriente
CLIENTE|172|Carmen Díaz|carmendíaz@email.com|951560573
CUENTA|272|172|8198.43|Ahorros
CLIENTE|175|Carmen Martín|carmenmartín@email.com|994027707
CUENTA|275|175|7455.54|Ahorros
CLIENTE|178|Carmen González|carmengonzález@email.com|915270671
CUENTA|278|178|5168.53|Ahorros
CLIENTE|181|Ana López|analópez@email.com|938463580
CUENTA|281|181|2282.67|Ahorros
CLIENTE|184|María Díaz|maríadíaz@email.com|970010431
CUENTA|284|184|8768.36|Ahorros
CLIENTE|187|Carlos Rodríguez|carlosrodríguez@email.com|955154232
CUENTA|287|187|3596.31|Ahorros
CLIENTE|190|Juan Sánchez|juansánchez@email.com|991690340
CUENTA|290|190|7903.26|Ahorros
CLIENTE|193|Luis López|luislópez@email.com|949036050
CUENTA|293|193|4808.77|Ahorros
CLIENTE|196|Carmen Rodríguez|carmenrodríguez@email.com|960634864
CUENTA|296|196|5973.05|Ahorros
CLIENTE|199|Ana Pérez|anapérez@email.com|987500849
CUENTA|299|199|1977.58|Ahorros
CLIENTE|202|María Díaz|maríadíaz@email.com|925729005
CUENTA|302|202|2065.47|Corriente
CLIENTE|205|Juan Pérez|juanpérez@email.com|924633093
CUENTA|305|205|3620.49|Ahorros
CLIENTE|208|Ana Pérez|anapérez@email.com|958012531
CUENTA|308|208|9469.82|Ahorros
CLIENTE|211|Carlos González|carlosgonzález@email.com|915201939
CUENTA|311|211|3925.66|Corriente
CLIENTE|214|Juan García|juangarcía@email.com|967024792
CUENTA|314|214|8836.18|Corriente
CLIENTE|217|Pedro Martín|pedromartín@email.com|987568366
CUENTA|317|217|1316.77|Corriente
CLIENTE|220|Ana Pérez|anapérez@email.com|937673982
CUENTA|320|220|6381.29|Ahorros
CLIENTE|223|Carmen Rodríguez|carmenrodríguez@email.com|969266266
CUENTA|323|223|8455.72|Corriente
CLIENTE|226|Carlos López|carloslópez@email.com|977987841
CUENTA|326|226|1741.65|Ahorros
CLIENTE|229|Pedro García|pedrogarcía@email.com|948973062
CUENTA|329|229|1303.38|Ahorros
CLIENTE|232|Ana Sánchez|anasánchez@email.com|977580932
CUENTA|332|232|3364.59|Corriente
CLIENTE|235|Ana Martín|anamartín@email.com|958308205
CUENTA|335|235|2365.54|Ahorros
CLIENTE|238|Pedro González|pedrogonzález@email.com|946776415
CUENTA|338|238|8008.34|Ahorros
CLIENTE|241|Ana García|anagarcía@email.com|955923024
CUENTA|341|241|4903.83|Corriente
CLIENTE|244|María García|maríagarcía@email.com|918798191
CUENTA|344|244|1453.97|Corriente
CLIENTE|247|Ana González|anagonzález@email.com|978687322
CUENTA|347|247|4457.06|Ahorros
CLIENTE|250|María Sánchez|maríasánchez@email.com|930027075
CUENTA|350|250|5549.70|Corriente
CLIENTE|253|María Rodríguez|maríarodríguez@email.com|980457561
CUENTA|353|253|1060.44|Ahorros
CLIENTE|256|Carlos López|carloslópez@email.com|995252142
CUENTA|356|256|9401.26|Corriente
CLIENTE|259|Carlos Rodríguez|carlosrodríguez@email.com|900423809
CUENTA|359|259|3822.32|Corriente
