CLIENTE|3|Carlos Rodríguez|carlosrodríguez@email.com|918378082
CUENTA|103|3|5724.49|Corriente
CLIENTE|6|Pedro García|pedrogarcía@email.com|966675265
CUENTA|106|6|8715.76|Corriente
CLIENTE|9|Carmen González|carmengonzález@email.com|941229680
CUENTA|109|9|2942.74|Corriente
CLIENTE|12|Juan Pérez|juanpérez@email.com|921242124
CUENTA|112|12|7193.19|Ahorros
CLIENTE|15|Pedro Sánchez|pedrosánchez@email.com|995830821
CUENTA|115|15|9156.20|Corriente
CLIENTE|18|Carlos Rodríguez|carlosrodríguez@email.com|961095337
CUENTA|118|18|8970.00|Corriente
CLIENTE|21|Juan Díaz|juandíaz@email.com|953456508
CUENTA|121|21|4338.79|Ahorros
CLIENTE|24|Carlos González|carlosgonzález@email.com|906526819
CUENTA|124|24|6056.76|Ahorros
CLIENTE|27|María Sánchez|maríasánchez@email.com|963369487
CUENTA|127|27|1684.14|Corriente
CLIENTE|30|Carmen García|carmengarcía@email.com|989181503
CUENTA|130|30|1994.76|Corriente
CLIENTE|33|Pedro García|pedrogarcía@email.com|902385265
CUENTA|133|33|5206.33|Ahorros
CLIENTE|36|Ana Sánchez|anasánchez@email.com|900716389
CUENTA|136|36|5222.09|Ahorros
CLIENTE|39|María Martín|maríamartín@email.com|971200044
CUENTA|139|39|5939.93|Corriente
CLIENTE|42|Laura Sánchez|laurasánchez@email.com|974714933
CUENTA|142|42|3004.60|Corriente
CLIENTE|45|Luis Martín|luismartín@email.com|928905317
CUENTA|145|45|6428.43|Corriente
CLIENTE|48|Carmen González|carmengonzález@email.com|933128428
CUENTA|148|48|1709.18|Corriente
CLIENTE|51|Luis González|luisgonzález@email.com|967825937
CUENTA|151|51|7852.61|Corriente
CLIENTE|54|Carlos García|carlosgarcía@email.com|919237113
CUENTA|154|54|8410.88|Ahorros
CLIENTE|57|Juan Sánchez|juansánchez@email.com|901889243
CUENTA|157|57|3688.60|Ahorros
CLIENTE|60|Carmen Díaz|carmendíaz@email.com|946768361
CUENTA|160|60|1785.41|Corriente
CLIENTE|63|Juan Martín|juanmartín@email.com|971183261
CUENTA|163|63|1981.25|Corriente
