CLIENTE|1|Luis Pérez|luispérez@email.com|994024149
CUENTA|101|1|5507.21|Corriente
CLIENTE|4|Laura Sánchez|laurasánchez@email.com|983337168
CUENTA|104|4|3207.21|Corriente
CLIENTE|7|Luis González|luisgonzález@email.com|988478852
CUENTA|107|7|3224.34|Corriente
CLIENTE|10|María González|maríagonzález@email.com|965479540
CUENTA|110|10|7735.08|Ahorros
CLIENTE|13|Laura Sánchez|laurasánchez@email.com|920072329
CUENTA|113|13|9296.70|Ahorros
CLIENTE|16|Laura Sánchez|laurasánchez@email.com|907202600
CUENTA|116|16|1592.99|Corriente
CLIENTE|19|Laura Rodríguez|laurarodríguez@email.com|923282218
CUENTA|119|19|2687.71|Ahorros
CLIENTE|22|Pedro Pérez|pedropérez@email.com|907504766
CUENTA|122|22|4478.29|Ahorros
CLIENTE|25|Carmen Díaz|carmendíaz@email.com|924255053
CUENTA|125|25|2895.88|Ahorros
CLIENTE|28|Carmen Rodríguez|carmenrodríguez@email.com|961524110
CUENTA|128|28|3806.62|Ahorros
CLIENTE|31|María Pérez|maríapérez@email.com|949654163
CUENTA|131|31|6143.04|Corriente
CLIENTE|34|Pedro López|pedrolópez@email.com|952732022
CUENTA|134|34|2585.08|Ahorros
CLIENTE|37|Carmen González|carmengonzález@email.com|960288040
CUENTA|137|37|5375.96|Ahorros
CLIENTE|40|Juan Martín|juanmartín@email.com|931118946
CUENTA|140|40|1506.21|Corriente
CLIENTE|43|Pedro Sánchez|pedrosánchez@email.com|994687452
CUENTA|143|43|2732.19|Corriente
CLIENTE|46|Carlos Sánchez|carlossánchez@email.com|903952337
CUENTA|146|46|8652.74|Corriente
CLIENTE|49|Carmen García|carmengarcía@email.com|995017934
CUENTA|149|49|1822.90|Ahorros
CLIENTE|52|Carmen Martín|carmenmartín@email.com|945602023
CUENTA|152|52|8022.85|Corriente
CLIENTE|55|Ana Pérez|anapérez@email.com|933958871
CUENTA|155|55|4212.09|Corriente
CLIENTE|58|Carlos Sánchez|carlossánchez@email.com|967515809
CUENTA|158|58|7799.18|Ahorros
CLIENTE|61|María Sánchez|maríasánchez@email.com|916951685
CUENTA|161|61|4206.72|Ahorros
CLIENTE|64|María Sánchez|maríasánchez@email.com|985576710
CUENTA|164|64|6832.73|Corriente
CLIENTE|67|Ana Rodríguez|anarodríguez@email.com|914882580
CUENTA|167|67|1021.08|Corriente
CLIENTE|70|Luis López|luislópez@email.com|940104048
CUENTA|170|70|4335.50|Ahorros
CLIENTE|73|Carlos Pérez|carlospérez@email.com|945590910
CUENTA|173|73|4145.28|Ahorros
CLIENTE|76|Carmen González|carmengonzález@email.com|947907568
CUENTA|176|76|4938.19|Corriente
CLIENTE|79|Laura Sánchez|laurasánchez@email.com|939626165
CUENTA|179|79|7417.52|Ahorros
CLIENTE|82|Ana Martín|anamartín@email.com|933702103
CUENTA|182|82|3314.78|Corriente
CLIENTE|85|Juan García|juangarcía@email.com|953523193
CUENTA|185|85|3483.38|Ahorros
CLIENTE|88|Laura Martín|lauramartín@email.com|969343577
CUENTA|188|88|6925.54|Corriente
CLIENTE|91|Juan Sánchez|juansánchez@email.com|962982733
CUENTA|191|91|8446.49|Corriente
CLIENTE|94|Pedro García|pedrogarcía@email.com|916074581
CUENTA|194|94|8589.53|Ahorros
CLIENTE|97|Laura Martín|lauramartín@email.com|943708427
CUENTA|197|97|4344.37|Ahorros
CLIENTE|100|Ana Rodríguez|anarodríguez@email.com|977736249
CUENTA|200|100|2172.83|Ahorros
CLIENTE|103|Carlos Martín|carlosmartín@email.com|953985696
CUENTA|203|103|4376.68|Corriente
CLIENTE|106|Laura López|lauralópez@email.com|905024009
CUENTA|206|106|8385.92|Ahorros
CLIENTE|109|Laura Sánchez|laurasánchez@email.com|988236634
CUENTA|209|109|3557.98|Ahorros
CLIENTE|112|Carmen González|carmengonzález@email.com|901501574
CUENTA|212|112|1597.85|Corriente
CLIENTE|115|Luis García|luisgarcía@email.com|901118820
CUENTA|215|115|2139.50|Ahorros
CLIENTE|118|Pedro Rodríguez|pedrorodríguez@email.com|912838516
CUENTA|218|118|3380.16|Corriente
CLIENTE|121|Ana Rodríguez|anarodríguez@email.com|940322268
CUENTA|221|121|8949.95|Ahorros
CLIENTE|124|Juan Martín|juanmartín@email.com|933448444
CUENTA|224|124|7734.85|Ahorros
CLIENTE|127|Carlos Sánchez|carlossánchez@email.com|937412100
CUENTA|227|127|3938.06|Corriente
CLIENTE|130|Laura López|lauralópez@email.com|964360504
CUENTA|230|130|2290.71|Ahorros
CLIENTE|133|Laura Martín|lauramartín@email.com|963746460
CUENTA|233|133|1085.55|Ahorros
CLIENTE|136|Laura Rodríguez|laurarodríguez@email.com|913365206
CUENTA|236|136|9183.26|Corriente
CLIENTE|139|Juan Pérez|juanpérez@email.com|991706712
CUENTA|239|139|5409.57|Ahorros
CLIENTE|142|Luis López|luislópez@email.com|933009372
CUENTA|242|142|3489.19|Corriente
CLIENTE|145|Juan Rodríguez|juanrodríguez@email.com|960148243
CUENTA|245|145|3142.22|Corriente
CLIENTE|148|María Rodríguez|maríarodríguez@email.com|915212719
CUENTA|248|148|3956.76|Ahorros
CLIENTE|151|Luis García|luisgarcía@email.com|910004528
CUENTA|251|151|7100.70|Corriente
CLIENTE|154|Ana Rodríguez|anarodríguez@email.com|993690109
CUENTA|254|154|2141.58|Corriente
CLIENTE|157|Pedro Díaz|pedrodíaz@email.com|989278397
CUENTA|257|157|9301.43|Ahorros
CLIENTE|160|Carlos Sánchez|carlossánchez@email.com|923866933
CUENTA|260|160|9241.84|Ahorros
CLIENTE|163|Carlos Rodríguez|carlosrodríguez@email.com|939321662
CUENTA|263|163|6940.43|Ahorros
CLIENTE|166|Pedro García|pedrogarcía@email.com|968168278
CUENTA|266|166|8263.85|Ahorros
CLIENTE|169|Carmen Díaz|carmendíaz@email.com|974124822
CUENTA|269|169|6778.37|Ahorros
CLIENTE|172|Pedro Díaz|pedrodíaz@email.com|971507383
CUENTA|272|172|9773.13|Corriente
CLIENTE|175|Ana Pérez|anapérez@email.com|968700644
CUENTA|275|175|7967.93|Ahorros
CLIENTE|178|María Díaz|maríadíaz@email.com|989205359
CUENTA|278|178|3975.34|Ahorros
CLIENTE|181|Ana Martín|anamartín@email.com|931849718
CUENTA|281|181|8694.41|Ahorros
CLIENTE|184|Pedro Martín|pedromartín@email.com|942637254
CUENTA|284|184|3082.05|Corriente
CLIENTE|187|Pedro Sánchez|pedrosánchez@email.com|968946243
CUENTA|287|187|2328.73|Ahorros
CLIENTE|190|Juan Martín|juanmartín@email.com|940560747
CUENTA|290|190|9482.87|Corriente
CLIENTE|193|Carlos Rodríguez|carlosrodríguez@email.com|926745585
CUENTA|293|193|3681.11|Corriente
CLIENTE|196|Laura Pérez|laurapérez@email.com|973306059
CUENTA|296|196|2009.37|Corriente
CLIENTE|199|Juan García|juangarcía@email.com|989751800
CUENTA|299|199|6153.34|Ahorros
CLIENTE|202|Laura Sánchez|laurasánchez@email.com|993171333
CUENTA|302|202|5925.05|Corriente
CLIENTE|205|Pedro García|pedrogarcía@email.com|908565228
CUENTA|305|205|9005.97|Ahorros
CLIENTE|208|Luis García|luisgarcía@email.com|970796035
CUENTA|308|208|4551.45|Corriente
CLIENTE|211|Luis López|luislópez@email.com|973689319
CUENTA|311|211|8757.12|Corriente
CLIENTE|214|Ana Martín|anamartín@email.com|958241908
CUENTA|314|214|5607.74|Ahorros
CLIENTE|217|Juan Pérez|juanpérez@email.com|981265762
CUENTA|317|217|2229.82|Corriente
CLIENTE|220|Carmen Rodríguez|carmenrodríguez@email.com|925460775
CUENTA|320|220|7345.32|Ahorros
CLIENTE|223|Pedro Rodríguez|pedrorodríguez@email.com|903304587
CUENTA|323|223|1973.62|Ahorros
CLIENTE|226|Luis Rodríguez|luisrodríguez@email.com|916961317
CUENTA|326|226|7461.96|Ahorros
CLIENTE|229|Carlos Díaz|carlosdíaz@email.com|947723883
CUENTA|329|229|3861.76|Corriente
CLIENTE|232|Luis González|luisgonzález@email.com|914245078
CUENTA|332|232|3632.76|Ahorros
CLIENTE|235|Ana García|anagarcía@email.com|995739731
CUENTA|335|235|8839.19|Ahorros
CLIENTE|238|Ana López|analópez@email.com|980812989
CUENTA|338|238|7214.78|Ahorros
CLIENTE|241|Luis González|luisgonzález@email.com|904811749
CUENTA|341|241|9160.42|Corriente
CLIENTE|244|Carmen López|carmenlópez@email.com|951532562
CUENTA|344|244|2729.39|Ahorros
CLIENTE|247|Carmen García|carmengarcía@email.com|942830791
CUENTA|347|247|2710.76|Corriente
CLIENTE|250|Pedro Rodríguez|pedrorodríguez@email.com|967394561
CUENTA|350|250|9617.09|Corriente
CLIENTE|253|Ana González|anagonzález@email.com|939772909
CUENTA|353|253|3491.34|Corriente
CLIENTE|256|Carlos Rodríguez|carlosrodríguez@email.com|947348364
CUENTA|356|256|1908.00|Ahorros
CLIENTE|259|Juan Rodríguez|juanrodríguez@email.com|903747978
CUENTA|359|259|2320.98|Ahorros
CLIENTE|262|Pedro García|pedrogarcía@email.com|981086465
CUENTA|362|262|8557.92|Corriente
CLIENTE|265|Pedro Pérez|pedropérez@email.com|935241883
CUENTA|365|265|4659.14|Corriente
CLIENTE|268|Pedro González|pedrogonzález@email.com|962184224
CUENTA|368|268|2029.05|Ahorros
CLIENTE|271|Carmen Díaz|carmendíaz@email.com|900746776
CUENTA|371|271|6131.38|Ahorros
CLIENTE|274|Luis Díaz|luisdíaz@email.com|984570068
CUENTA|374|274|1619.58|Ahorros
CLIENTE|277|Ana García|anagarcía@email.com|987619777
CUENTA|377|277|1209.06|Ahorros
CLIENTE|280|María González|maríagonzález@email.com|917831061
CUENTA|380|280|8493.18|Ahorros
CLIENTE|283|Carlos Martín|carlosmartín@email.com|914423433
CUENTA|383|283|8598.94|Ahorros
CLIENTE|286|María Rodríguez|maríarodríguez@email.com|948077663
CUENTA|386|286|7044.76|Ahorros
CLIENTE|289|Pedro Martín|pedromartín@email.com|987079849
CUENTA|389|289|1198.02|Corriente
CLIENTE|292|Juan Rodríguez|juanrodríguez@email.com|901957209
CUENTA|392|292|5431.98|Ahorros
CLIENTE|295|Pedro Rodríguez|pedrorodríguez@email.com|997444683
CUENTA|395|295|9097.56|Corriente
CLIENTE|298|Ana López|analópez@email.com|934864910
CUENTA|398|298|9864.06|Ahorros
CLIENTE|301|Juan García|juangarcía@email.com|940607706
CUENTA|401|301|1634.12|Corriente
CLIENTE|304|Juan González|juangonzález@email.com|953731400
CUENTA|404|304|2682.72|Ahorros
CLIENTE|307|Pedro López|pedrolópez@email.com|921726187
CUENTA|407|307|9111.58|Corriente
CLIENTE|310|Carlos Sánchez|carlossánchez@email.com|902569111
CUENTA|410|310|6800.36|Ahorros
CLIENTE|313|Luis Pérez|luispérez@email.com|989867218
CUENTA|413|313|4706.23|Corriente
CLIENTE|316|Pedro Sánchez|pedrosánchez@email.com|927727973
CUENTA|416|316|5632.78|Corriente
CLIENTE|319|María López|maríalópez@email.com|982144971
CUENTA|419|319|2538.45|Ahorros
CLIENTE|322|Laura Sánchez|laurasánchez@email.com|973109948
CUENTA|422|322|3028.66|Corriente
CLIENTE|325|Pedro García|pedrogarcía@email.com|984207051
CUENTA|425|325|1691.96|Corriente
CLIENTE|328|Juan López|juanlópez@email.com|986794143
CUENTA|428|328|6653.42|Ahorros
CLIENTE|331|Laura González|lauragonzález@email.com|976232940
CUENTA|431|331|5500.97|Ahorros
CLIENTE|334|Carmen Rodríguez|carmenrodríguez@email.com|949257224
CUENTA|434|334|8925.36|Ahorros
CLIENTE|337|Carmen López|carmenlópez@email.com|957807737
CUENTA|437|337|1042.61|Corriente
CLIENTE|340|Laura Díaz|lauradíaz@email.com|903890828
CUENTA|440|340|6569.97|Ahorros
CLIENTE|343|Carmen García|carmengarcía@email.com|921460132
CUENTA|443|343|2976.82|Ahorros
CLIENTE|346|Carmen Martín|carmenmartín@email.com|928899984
CUENTA|446|346|8590.54|Ahorros
CLIENTE|349|Carlos Díaz|carlosdíaz@email.com|961628106
CUENTA|449|349|9597.84|Ahorros
CLIENTE|352|Carlos González|carlosgonzález@email.com|973237807
CUENTA|452|352|5436.85|Ahorros
CLIENTE|355|Carmen López|carmenlópez@email.com|958369895
CUENTA|455|355|2804.11|Ahorros
CLIENTE|358|Carmen García|carmengarcía@email.com|905036467
CUENTA|458|358|1170.15|Corriente
CLIENTE|361|Carmen González|carmengonzález@email.com|945211811
CUENTA|461|361|6180.68|Ahorros
CLIENTE|364|Carmen Díaz|carmendíaz@email.com|945244084
CUENTA|464|364|6800.81|Corriente
CLIENTE|367|Carmen García|carmengarcía@email.com|965575808
CUENTA|467|367|4216.29|Corriente
CLIENTE|370|Luis Díaz|luisdíaz@email.com|984977881
CUENTA|470|370|1841.34|Ahorros
CLIENTE|373|Luis Díaz|luisdíaz@email.com|908404903
CUENTA|473|373|5964.97|Ahorros
CLIENTE|376|Carmen Pérez|carmenpérez@email.com|919286065
CUENTA|476|376|7644.73|Corriente
CLIENTE|379|María Díaz|maríadíaz@email.com|913203671
CUENTA|479|379|2998.35|Corriente
CLIENTE|382|Luis López|luislópez@email.com|908571957
CUENTA|482|382|6755.62|Ahorros
CLIENTE|385|Carlos Sánchez|carlossánchez@email.com|938775538
CUENTA|485|385|4992.86|Corriente
CLIENTE|388|Pedro González|pedrogonzález@email.com|989946469
CUENTA|488|388|3306.69|Ahorros
CLIENTE|391|Juan García|juangarcía@email.com|939335852
CUENTA|491|391|7638.47|Corriente
CLIENTE|394|Luis López|luislópez@email.com|969857413
CUENTA|494|394|6258.25|Ahorros
CLIENTE|397|Pedro Díaz|pedrodíaz@email.com|955089369
CUENTA|497|397|6048.96|Ahorros
CLIENTE|400|Laura Pérez|laurapérez@email.com|920909435
CUENTA|500|400|6865.27|Ahorros
CLIENTE|403|Laura Rodríguez|laurarodríguez@email.com|998181721
CUENTA|503|403|6475.07|Corriente
CLIENTE|406|Juan Sánchez|juansánchez@email.com|968280527
CUENTA|506|406|2320.88|Corriente
CLIENTE|409|Juan López|juanlópez@email.com|962344874
CUENTA|509|409|1770.58|Corriente
CLIENTE|412|Carmen Sánchez|carmensánchez@email.com|982174151
CUENTA|512|412|1772.40|Corriente
CLIENTE|415|Laura González|lauragonzález@email.com|964708883
CUENTA|515|415|3809.28|Ahorros
CLIENTE|418|Ana Rodríguez|anarodríguez@email.com|953916709
CUENTA|518|418|9336.10|Ahorros
CLIENTE|421|Ana Díaz|anadíaz@email.com|928792432
CUENTA|521|421|6390.28|Ahorros
CLIENTE|424|María Sánchez|maríasánchez@email.com|982035847
CUENTA|524|424|1898.41|Corriente
CLIENTE|427|Juan Díaz|juandíaz@email.com|988098471
CUENTA|527|427|3265.91|Ahorros
CLIENTE|430|Carmen Pérez|carmenpérez@email.com|975096673
CUENTA|530|430|3228.49|Ahorros
