CLIENTE|2|Carlos Rodríguez|carlosrodríguez@email.com|942916448
CUENTA|102|2|2964.58|Ahorros
CLIENTE|5|María García|maríagarcía@email.com|934206378
CUENTA|105|5|1225.33|Ahorros
CLIENTE|8|Juan Rodríguez|juanrodríguez@email.com|988551403
CUENTA|108|8|2758.31|Corriente
CLIENTE|11|Luis Díaz|luisdíaz@email.com|964834315
CUENTA|111|11|5619.20|Corriente
CLIENTE|14|Juan Martín|juanmartín@email.com|995128695
CUENTA|114|14|7067.14|Ahorros
CLIENTE|17|Juan García|juangarcía@email.com|939397431
CUENTA|117|17|4483.13|Ahorros
CLIENTE|20|Ana Martín|anamartín@email.com|927022304
CUENTA|120|20|4674.20|Ahorros
CLIENTE|23|Luis González|luisgonzález@email.com|921475728
CUENTA|123|23|6828.20|Ahorros
CLIENTE|26|Carmen Sánchez|carmensánchez@email.com|948042881
CUENTA|126|26|6912.18|Corriente
CLIENTE|29|Luis García|luisgarcía@email.com|950431282
CUENTA|129|29|6813.02|Ahorros
CLIENTE|32|Carlos Rodríguez|carlosrodríguez@email.com|925053606
CUENTA|132|32|6672.32|Corriente
CLIENTE|35|Ana Sánchez|anasánchez@email.com|950155788
CUENTA|135|35|3696.66|Corriente
CLIENTE|38|María Díaz|maríadíaz@email.com|919295758
CUENTA|138|38|8095.51|Corriente
CLIENTE|41|María López|maríalópez@email.com|928116507
CUENTA|141|41|1765.67|Corriente
CLIENTE|44|Luis Martín|luismartín@email.com|947745478
CUENTA|144|44|2047.43|Corriente
CLIENTE|47|Luis Rodríguez|luisrodríguez@email.com|979788986
CUENTA|147|47|2347.31|Corriente
CLIENTE|50|Luis Pérez|luispérez@email.com|959497342
CUENTA|150|50|3889.54|Corriente
CLIENTE|53|Luis Sánchez|luissánchez@email.com|949723581
CUENTA|153|53|3781.42|Corriente
CLIENTE|56|Carlos Díaz|carlosdíaz@email.com|989078172
CUENTA|156|56|3321.89|Corriente
CLIENTE|59|Laura Sánchez|laurasánchez@email.com|988636430
CUENTA|159|59|9902.97|Corriente
CLIENTE|62|María López|maríalópez@email.com|980144103
CUENTA|162|62|5058.75|Corriente
CLIENTE|65|Pedro Rodríguez|pedrorodríguez@email.com|980032749
CUENTA|165|65|3824.23|Corriente
CLIENTE|68|Luis López|luislópez@email.com|977297110
CUENTA|168|68|6564.41|Ahorros
CLIENTE|71|Carmen Díaz|carmendíaz@email.com|967978442
CUENTA|171|71|1757.12|Ahorros
CLIENTE|74|Laura Martín|lauramartín@email.com|988644221
CUENTA|174|74|9344.63|Corriente
CLIENTE|77|María González|maríagonzález@email.com|960503241
CUENTA|177|77|8651.90|Corriente
CLIENTE|80|Laura López|lauralópez@email.com|905199644
CUENTA|180|80|8639.89|Ahorros
CLIENTE|83|Juan Díaz|juandíaz@email.com|929045978
CUENTA|183|83|2764.31|Ahorros
CLIENTE|86|Ana Sánchez|anasánchez@email.com|940430156
CUENTA|186|86|2495.77|Corriente
CLIENTE|89|Laura Martín|lauramartín@email.com|944515194
CUENTA|189|89|5023.35|Ahorros
CLIENTE|92|María Sánchez|maríasánchez@email.com|915023566
CUENTA|192|92|2211.05|Ahorros
CLIENTE|95|María Díaz|maríadíaz@email.com|919319059
CUENTA|195|95|6431.68|Ahorros
CLIENTE|98|Ana Díaz|anadíaz@email.com|905355258
CUENTA|198|98|5877.11|Ahorros
CLIENTE|101|Carlos García|carlosgarcía@email.com|951085557
CUENTA|201|101|7157.58|Ahorros
CLIENTE|104|María González|maríagonzález@email.com|930441929
CUENTA|204|104|5832.61|Ahorros
CLIENTE|107|Juan López|juanlópez@email.com|963992054
CUENTA|207|107|3489.11|Corriente
CLIENTE|110|Carlos Pérez|carlospérez@email.com|961063816
CUENTA|210|110|5251.45|Corriente
CLIENTE|113|Ana Rodríguez|anarodríguez@email.com|973432500
CUENTA|213|113|8231.62|Ahorros
CLIENTE|116|Carmen García|carmengarcía@email.com|933382178
CUENTA|216|116|6063.14|Corriente
CLIENTE|119|Pedro López|pedrolópez@email.com|936134765
CUENTA|219|119|4297.70|Ahorros
CLIENTE|122|María Díaz|maríadíaz@email.com|972902928
CUENTA|222|122|1951.87|Ahorros
CLIENTE|125|Carlos Pérez|carlospérez@email.com|941398656
CUENTA|225|125|5323.15|Corriente
CLIENTE|128|Laura Díaz|lauradíaz@email.com|907491816
CUENTA|228|128|2193.00|Ahorros
CLIENTE|131|Ana Pérez|anapérez@email.com|964531340
CUENTA|231|131|2846.63|Corriente
CLIENTE|134|Pedro López|pedrolópez@email.com|925759367
CUENTA|234|134|2633.77|Ahorros
CLIENTE|137|Laura Martín|lauramartín@email.com|972211754
CUENTA|237|137|2415.21|Corriente
CLIENTE|140|Luis González|luisgonzález@email.com|966235108
CUENTA|240|140|1703.16|Ahorros
CLIENTE|143|Laura Sánchez|laurasánchez@email.com|999717712
CUENTA|243|143|4471.71|Corriente
CLIENTE|146|Juan Sánchez|juansánchez@email.com|923284091
CUENTA|246|146|1108.53|Corriente
CLIENTE|149|María González|maríagonzález@email.com|988017995
CUENTA|249|149|7886.35|Corriente
CLIENTE|152|María Díaz|maríadíaz@email.com|990779227
CUENTA|252|152|3929.96|Ahorros
CLIENTE|155|Carmen Sánchez|carmensánchez@email.com|971329889
CUENTA|255|155|2907.17|Corriente
CLIENTE|158|María Rodríguez|maríarodríguez@email.com|974603733
CUENTA|258|158|5418.04|Corriente
CLIENTE|161|Juan Sánchez|juansánchez@email.com|942015242
CUENTA|261|161|9308.72|Ahorros
CLIENTE|164|María González|maríagonzález@email.com|949674697
CUENTA|264|164|1615.32|Ahorros
CLIENTE|167|Laura Martín|lauramartín@email.com|995774674
CUENTA|267|167|8852.83|Ahorros
CLIENTE|170|Carmen Pérez|carmenpérez@email.com|934022294
CUENTA|270|170|6310.34|Ahorros
CLIENTE|173|Carlos González|carlosgonzález@email.com|925323477
CUENTA|273|173|8369.83|Corriente
CLIENTE|176|Pedro Sánchez|pedrosánchez@email.com|943101862
CUENTA|276|176|5069.39|Corriente
CLIENTE|179|Laura Martín|lauramartín@email.com|935284703
CUENTA|279|179|1904.37|Corriente
CLIENTE|182|Carmen González|carmengonzález@email.com|999439004
CUENTA|282|182|9621.40|Ahorros
CLIENTE|185|María Pérez|maríapérez@email.com|974940198
CUENTA|285|185|9320.72|Ahorros
CLIENTE|188|Juan Pérez|juanpérez@email.com|956625955
CUENTA|288|188|6564.39|Ahorros
CLIENTE|191|Carlos Rodríguez|carlosrodríguez@email.com|987751852
CUENTA|291|191|8452.90|Ahorros
CLIENTE|194|Ana Pérez|anapérez@email.com|992081245
CUENTA|294|194|9756.43|Corriente
CLIENTE|197|Laura García|lauragarcía@email.com|972962878
CUENTA|297|197|5533.95|Ahorros
CLIENTE|200|Luis González|luisgonzález@email.com|921443053
CUENTA|300|200|4313.86|Ahorros
CLIENTE|203|Carlos García|carlosgarcía@email.com|982751499
CUENTA|303|203|5012.63|Ahorros
CLIENTE|206|Laura Martín|lauramartín@email.com|980731305
CUENTA|306|206|9496.44|Ahorros
CLIENTE|209|Ana Pérez|anapérez@email.com|994864107
CUENTA|309|209|5528.96|Corriente
CLIENTE|212|Carmen Sánchez|carmensánchez@email.com|940757991
CUENTA|312|212|2970.30|Ahorros
CLIENTE|215|María Pérez|maríapérez@email.com|910065973
CUENTA|315|215|7381.90|Ahorros
CLIENTE|218|Carmen Rodríguez|carmenrodríguez@email.com|956019306
CUENTA|318|218|1731.70|Corriente
CLIENTE|221|Pedro Rodríguez|pedrorodríguez@email.com|919257924
CUENTA|321|221|9191.00|Corriente
CLIENTE|224|Ana Díaz|anadíaz@email.com|967240946
CUENTA|324|224|2997.52|Ahorros
CLIENTE|227|Juan Martín|juanmartín@email.com|992231055
CUENTA|327|227|2082.56|Corriente
CLIENTE|230|Luis Díaz|luisdíaz@email.com|924919910
CUENTA|330|230|4443.43|Corriente
CLIENTE|233|Laura García|lauragarcía@email.com|938200170
CUENTA|333|233|9871.15|Corriente
CLIENTE|236|Laura Rodríguez|laurarodríguez@email.com|912564903
CUENTA|336|236|6540.09|Ahorros
CLIENTE|239|María Rodríguez|maríarodríguez@email.com|945500261
CUENTA|339|239|7656.74|Corriente
CLIENTE|242|Carlos Díaz|carlosdíaz@email.com|950595835
CUENTA|342|242|7318.66|Corriente
CLIENTE|245|Ana González|anagonzález@email.com|954725254
CUENTA|345|245|9462.53|Ahorros
CLIENTE|248|María Pérez|maríapérez@email.com|963414871
CUENTA|348|248|4155.51|Corriente
CLIENTE|251|Luis Sánchez|luissánchez@email.com|919995224
CUENTA|351|251|8333.44|Corriente
CLIENTE|254|Ana López|analópez@email.com|997441275
CUENTA|354|254|9823.01|Ahorros
CLIENTE|257|Juan García|juangarcía@email.com|943164570
CUENTA|357|257|7966.61|Corriente
CLIENTE|260|Juan González|juangonzález@email.com|968497026
CUENTA|360|260|2428.85|Ahorros
